작성자,댓글,화수,날짜,좋아요 수,연관 댓글 수
슈비-Üc207Pr4f57t9,아아악 이거진짜 마약 이야,나 혼자만 레벨업 134화,17.02.26,33,댓글 달기
만두매니아,박스 잘못 골랐어,나 혼자만 레벨업 28화,17.02.26,33,댓글 달기
Snstkfka,작가님이 휴재를 많이 하시긴 하는데 어떻게 독자에게 보답 하려는 것이 보여서 이렇게 휴재를 해도 미워할 수가 없네요..,나 혼자만 레벨업 173화,17.02.23,33,댓글 달기
김주현,"비축분이없다는걸아니까 연참해달라고도 못하겠고
별점이나놓고갑니다",나 혼자만 레벨업 166화,17.02.09,33,댓글 달기
휴먼,오옷 너가바로 그 유명한 월E 냐?,나 혼자만 레벨업 31화,17.01.18,33,3
냠냠,다시 가시면 됩니다ㅋㅋㅋㅋ 쿨내난다,나 혼자만 레벨업 61화,17.01.14,33,댓글 달기
공기계,돌아가면 4시간동안 젠 된 몹들을 만나겠지,나 혼자만 레벨업 50화,17.01.12,33,1
라피스,"진우 : 일어나라

개미 : 니가 내 다리를 이렇게 만들고 할 소리냐

진우 : 유감",나 혼자만 레벨업 123화,17.01.11,33,1
댓글정리중,"이그레트랑 비슷하네....
이그리트는 엑스트라 몬스터
이그레트는
 썩을 황실때문에 죽은 자아로인해 전생의 대현자라고 불렸던 자아가 나온거",나 혼자만 레벨업 48화,16.12.31,33,5
Kirito,추공님 빼빼로 데이인데 여친한테 빼빼로 받음???,나 혼자만 레벨업 115화,16.11.11,33,7
이그니스,"- 스킬이 생성되었습니다.

- 스킬. 절단신공. 액티브. ??MP
  나.혼.업.의 이야기를 잘 못자를수록
  독자의 소장권이 줄어듭니다.
  나.혼.업.의 이야기를 잘 자를수록
  독자의 연참목소리가 커집니다.
  (부작용 : 폭동)

독자a : 연참! 연참! 연참!
독자b : 연참아니면 죽음을 달라!!
독자c : 연참연참열매좀 드실래요? 추공님",나 혼자만 레벨업 96화,16.10.13,33,3
남녘,"간만 보러 갔다가
뜨거운 맛을 본건가?
취미로 주인공한거 아니었나
열정적이네",나 혼자만 레벨업 28화,16.09.17,33,댓글 달기
임제학,작가니 현실 여성과 교류가 정말 1도 없어보이네,나 혼자만 레벨업 56화,21.02.01,32,댓글 달기
라이라,나온지 오래 되지는 않았을텐데 2010년 초반대 스타일같네 남샘한테 몰아주는 건 뭐고 고등학생 소개해줄까 하고 동생이 말하는 건 또 뭐야,나 혼자만 레벨업 56화,21.01.19,32,댓글 달기
찵수건,"다른 사람들이 성진우 기억해주면 안되요..??ㅠㅠㅠ
아무도 모르니까 내가더 답답해ㅜㅜㅜ
막 우진철 과장한테가서 성진우가 세상을 구했따! 이러고 진우 아부지한테가서 아부지! 당신 아들이 당신을 살렸습니다!! 하고 차해인 헌터한테 가서 전생비스무리 때 당신과 성진우는 서로 좋아해서 데이트도 했습니다!! 하고 고건희 협회장한테도 가서 성진우가 당신도 살리고",나 혼자만 레벨업 외전 2화,20.10.28,32,5
린아,"ㅋㅋㅋㅋㅋㅋㅋ멱살 잡자마자 아이언이 돌아온다고 하는건,

""너 곧 죽겠구나!! 축하한다~!!""
이거잖앜ㅋㅋㅋㅋ",나 혼자만 레벨업 외전 17화,20.09.20,32,2
증류수,성진우 왜케 이기적인걸까 갈수록 오만해지고 무례해짐;;,나 혼자만 레벨업 205화,20.09.13,32,2
chrisel,베르 : 키에에에엑~~ 힐힐힐~~ 키에에에ㅔ엑 힐힐힐~~,나 혼자만 레벨업 외전 20화,20.09.01,32,2
루나,"ㅋㅋㅋㅋ 아니ㅋㅋ 어금니랑ㅋㅋ 베르 서로 웃는거 넘 웃겨ㅋㅋ
그리고ㅋㅋ 죽여버릴 기세로 일어났는데ㅋㅋ 이그리트니까 바로 태도 바꿔서 사랑한다 하는거 보소ㅋㅋ 커엽다ㅋㅋ
차해인 만나는 거를 응원하는것도 웃곀ㅋ",나 혼자만 레벨업 외전 13화,20.08.06,32,댓글 달기
블로섬,"아....육아지옥이 마지막 휴식처까지 침범했어 ㅠㅠ
베르가 이렇게까지 짠하게 느껴진건 처음...",나 혼자만 레벨업 후일담 1화,20.05.18,32,댓글 달기
페로로쉣,웹툰에서 기다리다 못해 소설로 왔습니다.,나 혼자만 레벨업 120화,20.01.02,32,2
노비,🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜🐜갸미,나 혼자만 레벨업 후일담 1화,19.11.24,32,댓글 달기
세르토닉,"간호사가 병실 청소를 왜해 ㅋㅋㅋㅋㅋ
어떤 후진 병원을 가도 간호사가 청소를 하지 않습니다..
더군다나 의사가 간호사한테 시키는것도 잘못된거고 ㅋㅋㅋ",나 혼자만 레벨업 10화,19.08.22,32,댓글 달기
jangdocdae,ㅋㅋㅋㅋ 역시 젊음이 좋다니까~ 고건희 협회장님 웃기심 ㅋㅋㅋㅋ,나 혼자만 레벨업 134화,19.07.18,32,1
생탁은친구야,세상 불편한 사람들 참 많구나.... 힘들겠다....다들 힘내요!,나 혼자만 레벨업 86화,19.04.16,32,댓글 달기
수천만번의_환생자'k',"형, 저형 학교에서 왕딴데 형 소설보면서 지낸지 가 1년이 넘어
형 너무 제미있었고 잘있어

                                        -무명 군주-",나 혼자만 레벨업 후일담 6화(완결),19.03.01,32,4
영원은....??!!!,그니깐 A급 2개였으면 s급을 한명씩 갔었어야지 대표가 생각이 모자란가;;;아님 진우 활약하게 하려고 작가님이 그러신거겠지...,나 혼자만 레벨업 87화,19.02.26,32,2
연재작그만건드려,"힐러가 걱정해주는데 왜 열받는담....
갈수록 주인공 인성 못나지는데 세트효과인가",나 혼자만 레벨업 85화,19.01.24,32,댓글 달기
flita,잠시만..협회장님??,나 혼자만 레벨업 134화,19.01.23,32,댓글 달기
니양,베르웃곀ㅋㅋ 이미친ㄴ이???!?ㅋㅋㅋㅋ,나 혼자만 레벨업 217화,19.01.20,32,댓글 달기
k.s,"그러니까 불을 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

조명기 저 조연 미친 존재감이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",나 혼자만 레벨업 66화,19.01.16,32,댓글 달기
보기드문존슨,여기나오는 사람들 인성이 전부 그닥...새벽1시에 전화해서 할얘기만하고 끊어버리지않나...주인공은 말할것도없고...,나 혼자만 레벨업 84화,18.10.13,32,6
간다라파랑손광악나민채김재한박건,"작가님


모쏠이죠? ㅋㅋㅋㅋ 좀 의심되는데",나 혼자만 레벨업 212화,18.05.16,32,댓글 달기
카이스샤,진우 저정도면 걸어다니는거 아님? 뛰면...,나 혼자만 레벨업 외전 8화,18.04.19,32,1
WhoRU,하이오크는 너때문에 떠는거아니거든 주인님이 존나 빡친걸 느꼈기때문이다...,나 혼자만 레벨업 189화,18.03.19,32,댓글 달기
ㅇㅎㅅ,아니 ㅠㅠ. 정말 끝이야?? 더 내줘요 추공님 저 아직 대여권 30개나 남았단 말이에요 ㅠㅠㅠ 알람 지옥도 못 겪어보고 ㅠㅠ 이게 뭐야 ㅠㅠ,나 혼자만 레벨업 후일담 6화(완결),18.03.17,32,3
먼치킨이_최고야,아니 이럴수가 1일 기무라니.... 저 적응하지 못해요ㅠㅠㅠ 1시간이었는데ㅠㅠㅠ,나 혼자만 레벨업 223화,18.03.17,32,2
김철호,세계적인 축구 스타 중에서 클로제와 발락이라는 분이 있습니다. 둘 다 독일선수노써 클로제는 현재 월드컵 최다골 기록 소유자고 발락은 현역 시절 4대 미드필더 중 한명입니다. 이 두사람이 2002 월드컵 때 한국에 입국하고 기자들에게 처음 꺼낸 말이 '여기가 차붐의 나라입니까?' 라고 합니다.,나 혼자만 레벨업 204화,18.03.17,32,댓글 달기
🌕月,"베르:미친년이?
에서 현웃이터지네",나 혼자만 레벨업 217화,18.03.17,32,1
🌕月,"베르:왕이시여어어어어!!
성진우:야이베르 개새끼야!!!
베르: .....;-;
성진우:좀 빨리 좀나오지
성진우:뒤질뻔했잔어
성진우:(흐뭇)
베르:키에에에에엑!!
(그림자 어느깊숙한곳)
이그리트:나는?
나는!!!!!!",나 혼자만 레벨업 216화,18.03.17,32,2
ㅈㄱㄴ,"(완결)보고 멘탈 나갈 뻔했지만 그래도 멘탈을 붙잡고 끝까지 봤다...
뭔가 가상현실 게임이라는 장면에서 차기작은 게임판타지 소설이 아닐까 생각해봅니다!

이제 연참 대신 차기작을 외쳐야 겠군요

차기작!
 차기작!?
   차기작?
    차기작¿
      차기작¿¡
       차기작¡",나 혼자만 레벨업 후일담 6화(완결),18.03.13,32,6
라크라운드의시민,"도와달라고 안 했는데 굳이 와서 죽을려고 하는 것 같은데...헌터스 왠지 민폐라고 래야 할까??
약간 코미디 하는 기분. 저는 저 위급한 상황이 공감이 안 되네요...",나 혼자만 레벨업 162화,18.03.13,32,9
솔로몬의지혜,차라리 길드를 하나  만들지..누구밑으로들어가기보다는..??,나 혼자만 레벨업 78화,18.03.12,32,댓글 달기
dlwnghkd9029,그냥 보투토처럼 성수호로 신작 가즈아,나 혼자만 레벨업 후일담 3화,18.03.06,32,댓글 달기
SSH,근데 지금 와서 생각나는건데 만약에 진우 전직 하기 전에 막 다른 사람들이랑 레이드 같이 뛰고 핏빛 길이라는 엄청 오그라드는 그런것들 안걷고 갱 평범하게 렙업 해왔으면 과연 시스템은 무슨 핑계를 대면서 그림자군주로 전직 시켰을까?,나 혼자만 레벨업 223화,18.01.17,32,5
이니마,아닠ㅋㅋㅋㅋㅋ 베르하고 벨리온 왜이리 귀여웤ㅋㅋㄱㅋㅋㅋ,나 혼자만 레벨업 232화,18.01.12,32,댓글 달기
우리...,추공님 보소 어금니 실직할까봐 아크리치 광탈 시키내 그런데 아버지 놈은 어디서 뭘 하길래 아직도 무소식이냐??,나 혼자만 레벨업 144화,17.12.12,32,2
🌸🌸고냥이로소이다🌸🌸,마정석 팔아지는가 한 번 해보면 될거를 ..  쯧..,나 혼자만 레벨업 24화,17.10.27,32,2
응그래빙그래,진호 왤케 귀여웤ㅋㅠ털끝 만질려다가 다시 땠뎈ㅋㅋㅠㅠㅜ,나 혼자만 레벨업 66화,17.10.13,32,1
붉디붉은피,진짜 베르도 귀엽고 이그리트도 귀엽고 근데아직 총군대장은 낯가림좀 할께요~,나 혼자만 레벨업 228화,17.10.09,32,댓글 달기
민사랑,악마사위 되는거야?,나 혼자만 레벨업 102화,17.10.07,32,댓글 달기
배부른살쾡이,진우 혼자서 s급을 깨는데 특혜줘야지ㅋㅋ,나 혼자만 레벨업 147화,17.10.06,32,댓글 달기
배부른살쾡이,협회장님 무슨 생각을 하시는ㅋㅋㅋㅋㅋ,나 혼자만 레벨업 134화,17.10.05,32,댓글 달기
자비스,"빠 빠 빨간 문궁금해 던젼
드가면 점점 녹아든 레드게잇 그 맛",나 혼자만 레벨업 58화,17.10.04,32,댓글 달기
eric1811h,진우가 군주이면서 지배자인거 아님? 지배자의 권능이라는 스킬도 있는데,나 혼자만 레벨업 203화,17.09.30,32,2
윤혜숙,와 소름 진화라니,나 혼자만 레벨업 217화,17.09.29,32,댓글 달기
찰지는_구름,"느껴진다.

이 비축분을 집어삼키고 싶어 하는 독자들의 강한 욕망이.
그들의 숨소리가 지척에서 느껴지고 있었다.
오랜만에 요동치기 시작한 검은 비축분이 독자들의 등장을 예고했다.
추공은 웃으며 책상에 숨겨 두었던 비축분들을 꺼냈다.
곧.
쩌어억-
대기를 뒤흔드는 충격과 함께 비축분 시즌2가 터져나왔다.",나 혼자만 레벨업 외전 12화,17.09.06,32,6
시인,외전덕에 기다리면 무료로 완결까지 달릴수있네요,나 혼자만 레벨업 242화,17.09.06,32,댓글 달기
Duran,베르는 처음나올때부터 이미 개그캐였다고,나 혼자만 레벨업 228화,17.09.05,32,댓글 달기
상상,"베르의 기억 해석점요 ...
해석해주시면 좋아요 박아드립니다",나 혼자만 레벨업 외전 6화,17.08.23,32,1
호시미,8500원 결제에 15개 남았는데 죄다+15로 지급된거라 환불 안된다네 ㅡㅡ 작가님 14회만 더 연장합시다.외전이나 쿠키영상 같은 방식으로다가 ㅡㅡ;;;;,나 혼자만 레벨업 242화,17.07.28,32,1
ㅎㅎ,와 진우가 죽였으면 벨붕이라 하려했는데 다행히 지배자가 죽임,나 혼자만 레벨업 242화,17.07.27,32,1
민늉기내남편,작가님 진짜 계속 말하지만 제 댓에 좋아요 해주셔서 사랑해요!!!!!!!!!!!!!!,나 혼자만 레벨업 60화,17.07.20,32,4
ㅂㅈㄷㄱㅅ,"-검은색과 붉은색이 섞인...검붉은 머리카락입니다.
맙소사. 진우의 눈이 커졌다.
""애덤! 당장 꺼요! 다른 작품을 보든, 핸드폰을 끄든 당장 거기서 도망치한 말입니다!""
-예?
띠링!띠링!띠링!띠링!
채팅 너머에서도 알수 있는 끔직한 괴음이 들려왔다.
""애덤!""
-세상에!
애덤의 목소리는 어느새 비명이 되어 있었다.
-애덤!",나 혼자만 레벨업 236화,17.07.19,32,6
성원,주인공 나중에 작가님이랑 대화해서 작가님이살려줄거임ㅇㅇ 믿고있음(마블드립),나 혼자만 레벨업 237화,17.07.16,32,댓글 달기
ㅎㅎ,지력 하나도 안찍었는데 마법사직 나왔네 ㅋㅋ,나 혼자만 레벨업 51화,17.07.11,32,댓글 달기
후공죽고남은그림자,추공님 수요일 어느분 댓글에 이번주 금요일 생일이라 연참으로 생일 기쁘게 해주신다 했잖아여.... 어서...,나 혼자만 레벨업 229화,17.06.23,32,3
리아,"오버워치에서 리퍼는 궁극기를 쓸때 이렇게 말하지.

연참을 맞이하라, 추공, 추공, 추공",나 혼자만 레벨업 226화,17.06.16,32,댓글 달기
울고싶지않은캐럿,작가님 저는 이 작품만 보고 이 작품을 볼 때마다 감탄을 터뜨리는 한 독자입니다. 저는 미친듯이 결재를 해가며 나혼렙을 보고 있습니다. 이번으로 정주행은 10번째입니다. 저번화의 분량은 정말 말로 표현할 수도 없이 굉장했습니다. 디음화에도 이런 기분울 느껴보고 싶습니다. 저와 다른 독자들을 위해서 연참을 해주시면 안되겠습니까?,나 혼자만 레벨업 219화,17.06.05,32,댓글 달기
우리들은혈액이다,"진우아버지 드뎌 등장인건가?!했더니 눈이 금빛....음.... 힘에의한 금빛인건지 눈동자색이 금빛인건지....!! 지배자들은 갑자기 왜 용서를 빈건지!!ㅠㅠ
항상 다음편이시급하네요ㅠㅠ",나 혼자만 레벨업 219화,17.06.02,32,3
레서,"이제불러볼까요?
삶과고인의명복을빕니다",나 혼자만 레벨업 111화,17.06.01,32,댓글 달기
ゴスロリ聖國祕密工作要員,"베르가 즐겨보는 드라마
대조영
불멸의 이순신
광개토태왕",나 혼자만 레벨업 216화,17.05.27,32,1
루은,아니 진짜 진지하고 국가권력급헌터의 목숨이 달린 중요한 장면인데 읽다가 순간 '토마스와 친구들~믹서기에 넣고요 빨간버튼 누르면!위이잉잉ㅇ~~~'이 생각난 후 계속 생각나서 괴롭......))),나 혼자만 레벨업 215화,17.05.24,32,3
루아,토마스 갠차나보이는데 죽이지마요ㅠㅠ,나 혼자만 레벨업 214화,17.05.23,32,댓글 달기
버려진강냉이,추측이지만 스토리 변경한 이유가 다음편에 성진우가 한국에 그림자교환으로 급히와야 하는데 쿨타임 2시간 제한에 걸리니까 일본에서 그림자교환 안쓰고 카이셀 타고 호텔 간 걸로 스토리 변경 한 것 같음,나 혼자만 레벨업 213화,17.05.22,32,1
R랑이,"스틸은 하는거 아니야~
뒤에 사람이 오는것도 못알아채고!",나 혼자만 레벨업 82화,17.04.12,32,댓글 달기
cks8483,추공님이 왜2명인지.. 사칭좀안햇으면,나 혼자만 레벨업 176화,17.02.27,32,댓글 달기
200캐시뽑기권,얍!,나 혼자만 레벨업 154화,17.01.13,32,2
기린,한잔하면서 이야기를 나눠보자고,나 혼자만 레벨업 44화,17.01.08,32,댓글 달기
그유명한유명한,?,나 혼자만 레벨업 56화,16.12.31,32,2
냥냥냥,작가님 고생하셨습니다! 오늘도 재미있게 읽고 가요ㅎㅎ 진아는 그림자 병사 몇명들이 지켜주겠죠? 근데 그림자 교환 쿨타임이 좀 길지 않았나요..? 그 셀..뭐였더라 용타고 미친듯이 날아갈것 같네요..ㄷㄷ,나 혼자만 레벨업 139화,16.12.20,32,5
