번호,작성자,작성일,댓글,회차,좋아요,대댓글수
1977,천마,22.08.25,잘보고 갑니다,절륜환관 372화,좋아요,댓글 달기
1978,연록흔好,22.08.23,"수달 다시봐야겠네..!
눈에 띄지도 않치만.,
동물원에서라도",절륜환관 336화,좋아요,댓글 달기
1979,연록흔好,22.08.23,와이프 두명 추가요!,절륜환관 335화,좋아요,댓글 달기
1980,천마,22.08.23,잘보고 갑니다,절륜환관 371화,좋아요,댓글 달기
1981,연록흔好,22.08.22,,절륜환관 323화,좋아요,댓글 달기
1982,연록흔好,22.08.22,"역시 반역하실만 하네요
얍쌉하게 양민을 이용하다니..",절륜환관 320화,좋아요,댓글 달기
1983,연록흔好,22.08.22,가미가재냐? 야들은.!,절륜환관 317화,좋아요,댓글 달기
1984,연록흔好,22.08.22,,절륜환관 312화,좋아요,댓글 달기
1985,연록흔好,22.08.22,"족가태!
전중태!
시나락!
어쩜 이름들이 예술임다",절륜환관 309화,좋아요,댓글 달기
1986,무조림의극의,22.08.16,했네.. 했어....,절륜환관 187화,좋아요,댓글 달기
1987,무조림의극의,22.08.16,천음곤련실을 합법적으로 먹을 구실을 주는구나...,절륜환관 181화,좋아요,댓글 달기
1988,천마,22.08.12,잘보고 갑니다,절륜환관 370화,좋아요,댓글 달기
1989,연록흔好,22.08.11,,절륜환관 302화,좋아요,댓글 달기
1990,연록흔好,22.08.11,무슨소리냐 대체ㅡ쪽지내용이,절륜환관 300화,좋아요,댓글 달기
1991,연록흔好,22.08.11,내가 찾아줄까ㅡ!,절륜환관 294화,좋아요,댓글 달기
1992,더야돚,22.08.06,아직도 뭐가 많이 남았으면 후일담이라기엔,절륜환관 369화,좋아요,댓글 달기
1993,누규게,22.08.05,다시 흥미진진,절륜환관 369화,좋아요,댓글 달기
1994,연록흔好,22.08.03,도서시가 몇살쯤되려나?,절륜환관 288화,좋아요,댓글 달기
1995,상혁,22.08.03,"오 다시 시작인가요?
2부?ㅎ
환영합니다 작가님~",절륜환관 368화,좋아요,댓글 달기
1996,수울,22.07.28,외전 말고 계속 연재해주셨으면 좋았을거 같은데 개인적으로 많이 아쉽네요. ㅠㅠ,절륜환관 367화,좋아요,댓글 달기
1997,제발생각좀,22.07.28,복귀~,절륜환관,좋아요,댓글 달기
1998,도미니꼬13,22.07.18,?!?! 이러고 끝?,절륜환관 366화,좋아요,댓글 달기
1999,김홍인,22.06.28,끝났어요 허무하다,절륜환관 366화,좋아요,댓글 달기
2000,다조아,22.06.21,"어려운 시기에 집필을 마무리 하시고
고생 많으셨습니다
다음엔 편한시기에
더 좋은 작품을 집필 하시길 바라겠습니다",절륜환관 366화,좋아요,댓글 달기
2001,김규진,22.06.17,"이건 뭐지?
이게 대미 ?
이런 걸 여태 돈주고 본거임?
와",절륜환관 366화,좋아요,댓글 달기
2002,ㅂㅂㅂ,22.06.11,헐~~~ 읽어주는 독자도 생각해야지요,절륜환관 366화,좋아요,댓글 달기
2003,갱★,22.06.09,외전이 꼭 필요합니다-_-,절륜환관,좋아요,댓글 달기
2004,악당,22.06.07,남은 소장권 환불은 어떡에하나요?,절륜환관 366화,좋아요,2
2005,푸른빛신세계,22.06.06,"재미는 있는데.......
작가 개인 사정인지 급 완결 때림.
그래서 추천하는 동시에, 추천하지 않음.",절륜환관 1화,좋아요,댓글 달기
2006,지존불패,22.06.06,주윤문은 어찌되지요?,절륜환관 366화,좋아요,댓글 달기
2007,잇힝,22.06.03,드디어 절륜모드인가?,절륜환관 44화,좋아요,댓글 달기
2008,윤애린,22.06.01,이런 시바,절륜환관 366화,좋아요,댓글 달기
2009,천마,22.05.31,잘보고 갑니다,절륜환관 366화,좋아요,댓글 달기
2010,천마,22.05.31,잘보고 갑니다,절륜환관 365화,좋아요,댓글 달기
2011,푸른빛신세계,22.05.31,순음? 곤음설련실?,절륜환관 181화,좋아요,댓글 달기
2012,jackbauer,22.05.31,급완결 난감하네,절륜환관 366화,좋아요,댓글 달기
2013,kimokimi,22.05.31,"완결이라 안했으니 완결아니겠죠.
대미랬으니 외전 그러면서 분명한끝맺음하겠죠.
설마 잘보고있다가 오채지작가같이 마무리 실없이 뒤통수치지는 않겠죠",절륜환관 366화,좋아요,댓글 달기
2014,JJMJXPJWJJSPEKB,22.05.31,설마,절륜환관 366화,좋아요,댓글 달기
2015,이런들저런들,22.05.31,아니... 전편에 연참 감사하다고 했는데 이렇게...?,절륜환관 366화,좋아요,댓글 달기
2016,이런들저런들,22.05.31,와.. 연참 무야... 감사함다,절륜환관 365화,좋아요,댓글 달기
2017,천마,22.05.30,잘보고 갑니다,절륜환관 364화,좋아요,댓글 달기
2018,천마,22.05.30,잘보고 갑니다,절륜환관 363화,좋아요,댓글 달기
2019,굵은악마,22.05.30,"작가분 일신상의 문제도 있는 것으로 알고, 그런 상황속에서 독자들의 원성을 감당키 어려웠을 듯.(첫 작품으로 앎. 아직 다듬어지지 않은 멘탈내구력도 문제가 되지 않았을지..)",절륜환관 363화,좋아요,댓글 달기
2020,늘푸르른남자,22.05.30,사천 주민들이 인질이 되겠네요.,절륜환관 363화,좋아요,댓글 달기
2021,천마,22.05.28,잘보고 갑니다,절륜환관 362화,좋아요,댓글 달기
2022,늘푸르른남자,22.05.27,이유경이 그렇게 생각을 하고 있었으면서 이제껏 가만히 있는게 말이 좀 안되는듯 합니다. 저시절 순결이란 목숨처럼 귀한거고 분위기를 보면 진명이를 좋아하는걸로 보이는데…,절륜환관 362화,좋아요,댓글 달기
2023,car1223,22.05.27,연참을 하란말이다,절륜환관 362화,좋아요,댓글 달기
2024,천마,22.05.27,잘보고 갑니다,절륜환관 361화,좋아요,댓글 달기
2025,천마,22.05.27,잘보고 갑니다,절륜환관 360화,좋아요,댓글 달기
2026,천마,22.05.27,잘보고 갑니다,절륜환관 359화,좋아요,댓글 달기
2027,천마,22.05.27,잘보고 갑니다,절륜환관 358화,좋아요,댓글 달기
2028,천마,22.05.27,잘보고 갑니다,절륜환관 357화,좋아요,댓글 달기
2029,천마,22.05.27,잘보고 갑니다,절륜환관 356화,좋아요,댓글 달기
2030,늘푸르른남자,22.05.26,진명이가 또 유인계를 썼구난,절륜환관 361화,좋아요,댓글 달기
2031,이런들저런들,22.05.25,와 항상 목이빠져라 기다립니당,절륜환관 360화,좋아요,댓글 달기
2032,늘푸르른남자,22.05.24,이유경은 장진명 좋아하는거 아니었나?,절륜환관 359화,좋아요,댓글 달기
2033,무조림의극의,22.05.21,그럴줄알고~~~~~~~!!!!!!!,절륜환관 132화,좋아요,댓글 달기
2034,늘푸르른남자,22.05.20,"당가가 있다고 해도 저쪽은 화경이 셋이고, 이쪽은 넷인데?",절륜환관 358화,좋아요,댓글 달기
2035,무조림의극의,22.05.19,대하드라마를 글로 읽는 느낌입니다^^*,절륜환관 130화,좋아요,댓글 달기
2036,지존불패,22.05.18,나다,절륜환관 357화,좋아요,댓글 달기
2037,비투리,22.05.18,"이자문이 누구였드라....
알려줘",절륜환관 357화,좋아요,1
2038,천마,22.05.16,잘보고 갑니다,절륜환관 355화,좋아요,댓글 달기
2039,천마,22.05.16,잘보고 갑니다,절륜환관 354화,좋아요,댓글 달기
2040,천마,22.05.16,잘보고 갑니다,절륜환관 353화,좋아요,댓글 달기
2041,천마,22.05.16,잘보고 갑니다,절륜환관 352화,좋아요,댓글 달기
2042,천마,22.05.16,잘보고 갑니다,절륜환관 351화,좋아요,댓글 달기
2043,무조림의극의,22.05.16,동진문사 아니고 남진문사 동진문???,절륜환관 127화,좋아요,댓글 달기
2044,천마,22.05.16,잘보고 갑니다,절륜환관 350화,좋아요,댓글 달기
2045,천마,22.05.16,잘보고 갑니다,절륜환관 349화,좋아요,댓글 달기
2046,천마,22.05.16,잘보고 갑니다,절륜환관 348화,좋아요,댓글 달기
2047,천마,22.05.16,잘보고 갑니다,절륜환관 347화,좋아요,댓글 달기
2048,천마,22.05.16,잘보고 갑니다,절륜환관 346화,좋아요,댓글 달기
2049,천마,22.05.16,잘보고 갑니다,절륜환관 345화,좋아요,댓글 달기
2050,천마,22.05.16,잘보고 갑니다,절륜환관 344화,좋아요,댓글 달기
2051,천마,22.05.16,잘보고 갑니다,절륜환관 343화,좋아요,댓글 달기
2052,천마,22.05.16,잘보고 갑니다,절륜환관 342화,좋아요,댓글 달기
2053,천마,22.05.16,잘보고 갑니다,절륜환관 341화,좋아요,댓글 달기
2054,천마,22.05.16,잘보고 갑니다,절륜환관 340화,좋아요,댓글 달기
2055,천마,22.05.16,잘보고 갑니다,절륜환관 339화,좋아요,댓글 달기
2056,천마,22.05.16,잘보고 갑니다,절륜환관 338화,좋아요,댓글 달기
2057,천마,22.05.16,잘보고 갑니다,절륜환관 337화,좋아요,댓글 달기
2058,천마,22.05.15,잘보고 갑니다,절륜환관 336화,좋아요,댓글 달기
2059,천마,22.05.15,잘보고 갑니다,절륜환관 335화,좋아요,댓글 달기
2060,천마,22.05.15,잘보고 갑니다,절륜환관 334화,좋아요,댓글 달기
2061,천마,22.05.15,잘보고 갑니다,절륜환관 333화,좋아요,댓글 달기
2062,천마,22.05.15,잘보고 갑니다,절륜환관 332화,좋아요,댓글 달기
2063,천마,22.05.15,잘보고 갑니다,절륜환관 331화,좋아요,댓글 달기
2064,천마,22.05.15,잘보고 갑니다,절륜환관 330화,좋아요,댓글 달기
2065,상혁,22.05.15,"중간까진 참 재밌었는데.... 해남가는때부터 좀 늘어지는듯한 느낌입니다...
작가님 파이팅",절륜환관,좋아요,댓글 달기
2066,늘푸르른남자,22.05.13,"mlrs를 깔아놨네요. 다른분들 말씀처럼 작가님 필력이 많이 내려가셨어요 그래도 아직은 볼만해서 참고 봅니다
불필요한 늘어지는 묘사 줄이고 스토리에 집중하시길…",절륜환관 355화,좋아요,댓글 달기
2067,천마,22.05.13,잘보고 갑니다,절륜환관 329화,좋아요,댓글 달기
2068,천마,22.05.13,잘보고 갑니다,절륜환관 328화,좋아요,댓글 달기
2069,천마,22.05.13,잘보고 갑니다,절륜환관 327화,좋아요,댓글 달기
2070,천마,22.05.13,잘보고 갑니다,절륜환관 326화,좋아요,댓글 달기
2071,천마,22.05.13,잘보고 갑니다,절륜환관 325화,좋아요,댓글 달기
2072,천마,22.05.13,잘보고 갑니다,절륜환관 324화,좋아요,댓글 달기
2073,천마,22.05.13,잘보고 갑니다,절륜환관 323화,좋아요,댓글 달기
2074,천마,22.05.13,잘보고 갑니다,절륜환관 322화,좋아요,댓글 달기
2075,천마,22.05.13,잘보고 갑니다,절륜환관 321화,좋아요,댓글 달기
2076,천마,22.05.13,잘보고 갑니다,절륜환관 320화,좋아요,댓글 달기
2077,천마,22.05.13,잘보고 갑니다,절륜환관 319화,좋아요,댓글 달기
2078,천마,22.05.13,잘보고 갑니다,절륜환관 318화,좋아요,댓글 달기
2079,천마,22.05.13,잘보고 갑니다,절륜환관 317화,좋아요,댓글 달기
2080,천마,22.05.13,잘보고 갑니다,절륜환관 316화,좋아요,댓글 달기
2081,천마,22.05.13,잘보고 갑니다,절륜환관 315화,좋아요,댓글 달기
2082,천마,22.05.13,잘보고 갑니다,절륜환관 314화,좋아요,댓글 달기
2083,천마,22.05.13,잘보고 갑니다,절륜환관 313화,좋아요,댓글 달기
2084,천마,22.05.13,잘보고 갑니다,절륜환관 312화,좋아요,댓글 달기
2085,천마,22.05.13,잘보고 갑니다,절륜환관 311화,좋아요,댓글 달기
2086,천마,22.05.13,잘보고 갑니다,절륜환관 310화,좋아요,댓글 달기
2087,천마,22.05.13,잘보고 갑니다,절륜환관 309화,좋아요,댓글 달기
2088,천마,22.05.13,잘보고 갑니다,절륜환관 308화,좋아요,댓글 달기
2089,천마,22.05.13,잘보고 갑니다,절륜환관 307화,좋아요,댓글 달기
2090,천마,22.05.13,잘보고 갑니다,절륜환관 306화,좋아요,댓글 달기
2091,천마,22.05.13,잘보고 갑니다,절륜환관 305화,좋아요,댓글 달기
2092,천마,22.05.13,잘보고 갑니다,절륜환관 304화,좋아요,댓글 달기
2093,천마,22.05.13,잘보고 갑니다,절륜환관 303화,좋아요,댓글 달기
2094,천마,22.05.13,잘보고 갑니다,절륜환관 302화,좋아요,댓글 달기
2095,천마,22.05.13,잘보고 갑니다,절륜환관 301화,좋아요,댓글 달기
2096,천마,22.05.13,잘보고 갑니다,절륜환관 300화,좋아요,댓글 달기
2097,천마,22.05.13,잘보고 갑니다,절륜환관 299화,좋아요,댓글 달기
2098,천마,22.05.13,잘보고 갑니다,절륜환관 298화,좋아요,댓글 달기
2099,천마,22.05.13,잘보고 갑니다,절륜환관 297화,좋아요,댓글 달기
2100,천마,22.05.13,잘보고 갑니다,절륜환관 296화,좋아요,댓글 달기
2101,천마,22.05.13,잘보고 갑니다,절륜환관 295화,좋아요,댓글 달기
2102,천마,22.05.13,잘보고 갑니다,절륜환관 294화,좋아요,댓글 달기
2103,천마,22.05.13,잘보고 갑니다,절륜환관 292화,좋아요,댓글 달기
2104,천마,22.05.13,잘보고 갑니다,절륜환관 291화,좋아요,댓글 달기
2105,천마,22.05.13,잘보고 갑니다,절륜환관 290화,좋아요,댓글 달기
2106,천마,22.05.13,잘보고 갑니다,절륜환관 289화,좋아요,댓글 달기
2107,천마,22.05.13,잘보고 갑니다,절륜환관 288화,좋아요,댓글 달기
2108,천마,22.05.12,잘보고 갑니다,절륜환관 287화,좋아요,댓글 달기
2109,천마,22.05.12,잘보고 갑니다,절륜환관 286화,좋아요,댓글 달기
2110,천마,22.05.12,잘보고 갑니다,절륜환관 285화,좋아요,댓글 달기
2111,천마,22.05.12,잘보고 갑니다,절륜환관 284화,좋아요,댓글 달기
2112,천마,22.05.12,잘보고 갑니다,절륜환관 283화,좋아요,댓글 달기
2113,천마,22.05.12,잘보고 갑니다,절륜환관 282화,좋아요,댓글 달기
2114,천마,22.05.12,잘보고 갑니다,절륜환관 281화,좋아요,댓글 달기
2115,천마,22.05.12,잘보고 갑니다,절륜환관 280화,좋아요,댓글 달기
2116,천마,22.05.12,잘보고 갑니다,절륜환관 278화,좋아요,댓글 달기
2117,천마,22.05.12,잘보고 갑니다,절륜환관 277화,좋아요,댓글 달기
2118,피똥,22.05.12,응원합니다 화이팅,절륜환관,좋아요,댓글 달기
2119,누규게,22.05.11,"흥미진진

넘 재미있어요 👍",절륜환관 354화,좋아요,댓글 달기
2120,무조림의극의,22.05.10,여인들의 원한은 죽어서도 잊지 않는다...,절륜환관 123화,좋아요,댓글 달기
2121,감자,22.05.07,너무 평가가 잘못됨 이거 9.8도 가능혀,절륜환관,좋아요,댓글 달기
2122,감자,22.05.06,내공이 느껴질텐데 허허,절륜환관 103화,좋아요,댓글 달기
2123,지존불패,22.05.02,"어짜겠노..
집안 병구 완잘하시고
스트레스 받지 마시고
수수방관 하십시오.
건강이 최고입니다",절륜환관,좋아요,댓글 달기
2124,연록흔好,22.04.28,으디서  개사기를...ㅋ,절륜환관 285화,좋아요,댓글 달기
2125,정영기,22.04.28,짜잔,절륜환관 349화,좋아요,댓글 달기
2126,정영기,22.04.28,산으로 가는  느낌이네,절륜환관 347화,좋아요,댓글 달기
2127,누규게,22.04.28,청하 좀 처리하자.. 왜 아직 눈치를 못채니..,절륜환관 349화,좋아요,댓글 달기
2128,이런들저런들,22.04.28,설마 청하가 갱생한다거나 그러지는 않겠죠..?,절륜환관 349화,좋아요,댓글 달기
2129,무조림의극의,22.04.26,손 안대고 코 풀기,절륜환관 115화,좋아요,댓글 달기
2130,이런들저런들,22.04.26,현경 갔나부네윰,절륜환관 348화,좋아요,댓글 달기
2131,무조림의극의,22.04.26,동방불패 임청하??????,절륜환관 113화,좋아요,댓글 달기
2132,연록흔好,22.04.25,,절륜환관 276화,좋아요,댓글 달기
2133,연록흔好,22.04.25,이런 빌어먹을...?,절륜환관 275화,좋아요,댓글 달기
2134,연록흔好,22.04.25,진명이는 안싸우냐?,절륜환관 273화,좋아요,댓글 달기
2135,아파불,22.04.25,아놔~~~멧돼지랑 싸우네,절륜환관 347화,좋아요,댓글 달기
2136,연록흔好,22.04.25,쉴틈을 안주네,절륜환관 270화,좋아요,댓글 달기
2137,연록흔好,22.04.25,찾았다니 축하드려요,절륜환관 269화,좋아요,댓글 달기
2138,연록흔好,22.04.25,두명만 따라 붙은겨,절륜환관 267화,좋아요,댓글 달기
2139,연록흔好,22.04.25,예정에서 끝나지ㅡ는 않을꺼요,절륜환관 266화,좋아요,댓글 달기
2140,연록흔好,22.04.25,이딴걸 부화뇌동이라 지요,절륜환관 261화,좋아요,댓글 달기
2141,연록흔好,22.04.25,여럿 사망각이요,절륜환관 258화,좋아요,댓글 달기
2142,연록흔好,22.04.25,이쌍하네?.?,절륜환관 256화,좋아요,댓글 달기
2143,연록흔好,22.04.25,건방을 떨어요,절륜환관 253화,좋아요,댓글 달기
2144,연록흔好,22.04.24,,절륜환관 248화,좋아요,댓글 달기
2145,연록흔好,22.04.24,,절륜환관 245화,좋아요,댓글 달기
2146,연록흔好,22.04.24,,절륜환관 244화,좋아요,댓글 달기
2147,연록흔好,22.04.24,눈물도 나고 멋찌기도 하고  ....😆😆😁😁,절륜환관 242화,좋아요,댓글 달기
2148,연록흔好,22.04.24,"한편의  중국환관영화를 보는느낌이네요
실감남다",절륜환관 237화,좋아요,댓글 달기
